,year,month,month_sin,month_cos,buying_sessions,label,spent_money,spent_money_first_month,spent_money_second_month,buying_events_first_month,buying_events_second_month,all_events_first_month,all_events_second_month
3885,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,203.79,124.78999999999999,0.0,2.0,0.0,22.0,0.0
3886,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,819.99,0.0,724.99,0.0,2.0,0.0,26.0
3887,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,819.99,0.0,724.99,0.0,0.0,3.0,0.0
3888,2022,3,1.0,6.123233995736766e-17,4.0,0.0,819.99,0.0,724.99,0.0,0.0,0.0,0.0
3897,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,205.96,43.99,117.98,1.0,0.0,2.0,0.0
3898,2022,3,1.0,6.123233995736766e-17,4.0,0.0,205.96,43.99,117.98,0.0,0.0,0.0,0.0
3899,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,205.96,43.99,117.98,0.0,2.0,0.0,5.0
3902,2022,3,1.0,6.123233995736766e-17,1.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
3903,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
3905,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
3919,2022,1,0.49999999999999994,0.8660254037844387,6.0,1.0,595.84,286.47,0.0,3.0,0.0,30.0,0.0
3920,2022,3,1.0,6.123233995736766e-17,6.0,1.0,595.84,286.47,0.0,0.0,0.0,0.0,0.0
3924,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1175.47,207.47,968.0,2.0,0.0,8.0,0.0
3926,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1175.47,207.47,968.0,0.0,0.0,0.0,0.0
3936,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,909.99,909.99,0.0,1.0,0.0,16.0,0.0
3937,2022,3,1.0,6.123233995736766e-17,2.0,0.0,909.99,909.99,0.0,0.0,0.0,0.0,0.0
3943,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
3946,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3952,2022,3,1.0,6.123233995736766e-17,1.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0
3954,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,99.0,99.0,0.0,1.0,0.0,23.0,0.0
3957,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,4.0
3962,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1043.0,689.0,354.0,0.0,0.0,0.0,0.0
3965,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1043.0,689.0,354.0,0.0,2.0,0.0,12.0
3966,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1043.0,689.0,354.0,1.0,0.0,2.0,0.0
3973,2022,3,1.0,6.123233995736766e-17,6.0,0.0,192.98000000000002,192.98000000000002,0.0,0.0,0.0,0.0,0.0
3974,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,192.98000000000002,192.98000000000002,0.0,3.0,0.0,21.0,0.0
3976,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,192.98000000000002,192.98000000000002,0.0,0.0,0.0,0.0,3.0
3985,2022,3,1.0,6.123233995736766e-17,7.0,0.0,1712.69,1353.71,219.99,0.0,0.0,0.0,0.0
3986,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,1712.69,1353.71,219.99,0.0,2.0,0.0,17.0
3990,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,1712.69,1353.71,219.99,3.0,0.0,16.0,0.0
3997,2022,3,1.0,6.123233995736766e-17,1.0,0.0,909.99,0.0,0.0,0.0,0.0,0.0,0.0
4000,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,909.99,0.0,0.0,0.0,0.0,0.0,0.0
4002,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,909.99,0.0,0.0,0.0,0.0,0.0,0.0
4024,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1063.9,1029.0,34.9,0.0,1.0,0.0,4.0
4025,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1063.9,1029.0,34.9,0.0,0.0,0.0,0.0
4029,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1063.9,1029.0,34.9,2.0,0.0,26.0,0.0
4036,2022,3,1.0,6.123233995736766e-17,7.0,0.0,3849.9700000000003,2281.0,629.74,0.0,0.0,0.0,0.0
4038,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,3849.9700000000003,2281.0,629.74,0.0,1.0,0.0,2.0
4039,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,3849.9700000000003,2281.0,629.74,5.0,0.0,26.0,0.0
4047,2022,3,1.0,6.123233995736766e-17,2.0,0.0,265.0,0.0,265.0,0.0,0.0,0.0,0.0
4048,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,265.0,0.0,265.0,0.0,2.0,0.0,12.0
4049,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,265.0,0.0,265.0,0.0,0.0,4.0,0.0
4065,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,79.0,0.0,79.0,0.0,1.0,0.0,12.0
4066,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,79.0,0.0,79.0,0.0,0.0,5.0,0.0
4071,2022,3,1.0,6.123233995736766e-17,2.0,0.0,79.0,0.0,79.0,0.0,0.0,0.0,0.0
4073,2022,2,0.8660254037844386,0.5000000000000001,4.0,1.0,231.0,59.0,0.0,0.0,0.0,0.0,1.0
4074,2022,1,0.49999999999999994,0.8660254037844387,4.0,1.0,231.0,59.0,0.0,1.0,0.0,4.0,0.0
4077,2022,3,1.0,6.123233995736766e-17,4.0,1.0,231.0,59.0,0.0,0.0,0.0,0.0,0.0
4081,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,93.89,34.9,58.99,0.0,1.0,0.0,17.0
4082,2022,3,1.0,6.123233995736766e-17,3.0,0.0,93.89,34.9,58.99,0.0,0.0,0.0,0.0
4084,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,93.89,34.9,58.99,1.0,0.0,10.0,0.0
4088,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,242.0,0.0,197.0,0.0,0.0,0.0,0.0
4089,2022,3,1.0,6.123233995736766e-17,4.0,0.0,242.0,0.0,197.0,0.0,0.0,0.0,0.0
4090,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,242.0,0.0,197.0,0.0,1.0,0.0,4.0
4093,2022,3,1.0,6.123233995736766e-17,5.0,1.0,1615.27,239.0,0.0,0.0,0.0,0.0,0.0
4094,2022,1,0.49999999999999994,0.8660254037844387,5.0,1.0,1615.27,239.0,0.0,1.0,0.0,10.0,0.0
4095,2022,2,0.8660254037844386,0.5000000000000001,5.0,1.0,1615.27,239.0,0.0,0.0,0.0,0.0,8.0
4107,2022,3,1.0,6.123233995736766e-17,2.0,1.0,1148.0,449.0,0.0,0.0,0.0,0.0,0.0
4109,2022,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1148.0,449.0,0.0,1.0,0.0,12.0,0.0
4111,2022,2,0.8660254037844386,0.5000000000000001,2.0,1.0,1148.0,449.0,0.0,0.0,0.0,0.0,10.0
4120,2022,3,1.0,6.123233995736766e-17,1.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0
4121,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0
4128,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,239.0,0.0,239.0,0.0,1.0,0.0,12.0
4131,2022,3,1.0,6.123233995736766e-17,3.0,0.0,987.87,0.0,247.0,0.0,0.0,0.0,0.0
4132,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,987.87,0.0,247.0,0.0,1.0,0.0,6.0
4136,2022,3,1.0,6.123233995736766e-17,1.0,0.0,179.0,0.0,179.0,0.0,0.0,0.0,0.0
4137,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,179.0,0.0,179.0,0.0,1.0,0.0,6.0
4138,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,179.0,0.0,179.0,0.0,0.0,0.0,0.0
4142,2022,1,0.49999999999999994,0.8660254037844387,6.0,1.0,834.0,79.0,114.0,1.0,0.0,19.0,0.0
4144,2022,2,0.8660254037844386,0.5000000000000001,6.0,1.0,834.0,79.0,114.0,0.0,1.0,0.0,3.0
4146,2022,3,1.0,6.123233995736766e-17,6.0,1.0,834.0,79.0,114.0,0.0,0.0,0.0,0.0
4149,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,462.0,462.0,0.0,2.0,0.0,9.0,0.0
4151,2022,3,1.0,6.123233995736766e-17,2.0,0.0,462.0,462.0,0.0,0.0,0.0,0.0,0.0
4152,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,462.0,462.0,0.0,0.0,0.0,0.0,0.0
4161,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
4162,2022,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
4169,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0
4170,2022,3,1.0,6.123233995736766e-17,2.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0
4173,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,19.0,19.0,0.0,1.0,0.0,3.0,0.0
4178,2022,3,1.0,6.123233995736766e-17,6.0,0.0,2168.7200000000003,236.99,1158.73,0.0,0.0,0.0,0.0
4179,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,2168.7200000000003,236.99,1158.73,0.0,3.0,0.0,11.0
4180,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,2168.7200000000003,236.99,1158.73,2.0,0.0,19.0,0.0
4192,2022,3,1.0,6.123233995736766e-17,3.0,0.0,567.99,0.0,0.0,0.0,0.0,0.0,0.0
4193,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,567.99,0.0,0.0,0.0,0.0,7.0,0.0
4217,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1983.73,1939.74,0.0,0.0,0.0,0.0,0.0
4220,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1983.73,1939.74,0.0,3.0,0.0,13.0,0.0
4221,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1983.73,1939.74,0.0,0.0,0.0,0.0,2.0
4237,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,848.71,177.88,670.83,0.0,1.0,0.0,12.0
4238,2022,3,1.0,6.123233995736766e-17,3.0,0.0,848.71,177.88,670.83,0.0,0.0,0.0,0.0
4240,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,848.71,177.88,670.83,2.0,0.0,12.0,0.0
4246,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1258.0,639.0,619.0,0.0,0.0,0.0,0.0
4247,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1258.0,639.0,619.0,1.0,0.0,5.0,0.0
4253,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1258.0,639.0,619.0,0.0,1.0,0.0,4.0
4258,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1013.99,239.0,774.99,0.0,0.0,0.0,0.0
4260,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1013.99,239.0,774.99,1.0,0.0,9.0,0.0
4261,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1013.99,239.0,774.99,0.0,3.0,0.0,26.0
4273,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,291.0,179.0,112.0,1.0,0.0,7.0,0.0
4276,2022,3,1.0,6.123233995736766e-17,2.0,0.0,291.0,179.0,112.0,0.0,0.0,0.0,0.0
4277,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,291.0,179.0,112.0,0.0,1.0,0.0,6.0
4287,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,26.8,26.8,0.0,1.0,0.0,10.0,0.0
4289,2022,3,1.0,6.123233995736766e-17,2.0,0.0,26.8,26.8,0.0,0.0,0.0,0.0,0.0
4294,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,26.8,26.8,0.0,0.0,0.0,0.0,4.0
4295,2022,3,1.0,6.123233995736766e-17,2.0,0.0,814.0,0.0,125.0,0.0,0.0,0.0,0.0
4296,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,814.0,0.0,125.0,0.0,1.0,0.0,2.0
4297,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,814.0,0.0,125.0,0.0,0.0,5.0,0.0
4312,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,379.36,0.0,379.36,0.0,0.0,0.0,0.0
4313,2022,3,1.0,6.123233995736766e-17,1.0,0.0,379.36,0.0,379.36,0.0,0.0,0.0,0.0
4316,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,379.36,0.0,379.36,0.0,1.0,0.0,7.0
4322,2022,3,1.0,6.123233995736766e-17,1.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0
4323,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0
4325,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0
4333,2022,3,1.0,6.123233995736766e-17,2.0,0.0,880.0,0.0,440.0,0.0,0.0,0.0,0.0
4334,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,880.0,0.0,440.0,0.0,0.0,0.0,0.0
4335,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,880.0,0.0,440.0,0.0,1.0,0.0,10.0
4362,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,773.0,773.0,0.0,1.0,0.0,9.0,0.0
4386,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1317.4099999999999,379.36,819.17,0.0,2.0,0.0,13.0
4387,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1317.4099999999999,379.36,819.17,0.0,0.0,0.0,0.0
4388,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1317.4099999999999,379.36,819.17,1.0,0.0,10.0,0.0
4397,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,938.97,0.0,548.97,0.0,0.0,4.0,0.0
4399,2022,3,1.0,6.123233995736766e-17,3.0,0.0,938.97,0.0,548.97,0.0,0.0,0.0,0.0
4400,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,938.97,0.0,548.97,0.0,1.0,0.0,15.0
4412,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,902.62,0.0,888.39,0.0,0.0,2.0,0.0
4413,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,902.62,0.0,888.39,0.0,2.0,0.0,21.0
4414,2022,3,1.0,6.123233995736766e-17,3.0,0.0,902.62,0.0,888.39,0.0,0.0,0.0,0.0
4420,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,2.0
4425,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,77.0,77.0,0.0,1.0,0.0,6.0,0.0
4427,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1028.99,0.0,159.99,0.0,0.0,0.0,0.0
4428,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1028.99,0.0,159.99,0.0,1.0,0.0,16.0
4430,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1028.99,0.0,159.99,0.0,0.0,10.0,0.0
4441,2022,3,1.0,6.123233995736766e-17,4.0,0.0,691.99,0.0,312.99,0.0,0.0,0.0,0.0
4444,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,691.99,0.0,312.99,0.0,3.0,0.0,25.0
4448,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,479.0,0.0,479.0,0.0,0.0,2.0,0.0
4449,2022,3,1.0,6.123233995736766e-17,1.0,0.0,479.0,0.0,479.0,0.0,0.0,0.0,0.0
4453,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,479.0,0.0,479.0,0.0,1.0,0.0,14.0
4467,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1210.8,54.8,689.0,0.0,1.0,0.0,10.0
4468,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1210.8,54.8,689.0,0.0,0.0,0.0,0.0
4470,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1210.8,54.8,689.0,1.0,0.0,3.0,0.0
4477,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1339.99,0.0,1339.99,0.0,0.0,0.0,0.0
4478,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1339.99,0.0,1339.99,0.0,3.0,0.0,15.0
4480,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1339.99,0.0,1339.99,0.0,0.0,11.0,0.0
4498,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,742.99,742.99,0.0,2.0,0.0,5.0,0.0
4500,2022,3,1.0,6.123233995736766e-17,3.0,0.0,742.99,742.99,0.0,0.0,0.0,0.0,0.0
4501,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,742.99,742.99,0.0,0.0,0.0,0.0,2.0
4509,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,277.0,277.0,0.0,1.0,0.0,24.0,0.0
4513,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,277.0,277.0,0.0,0.0,0.0,0.0,12.0
4517,2022,3,1.0,6.123233995736766e-17,1.0,0.0,277.0,277.0,0.0,0.0,0.0,0.0,0.0
4521,2022,3,1.0,6.123233995736766e-17,1.0,0.0,155.44,0.0,155.44,0.0,0.0,0.0,0.0
4524,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,155.44,0.0,155.44,0.0,1.0,0.0,20.0
4526,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,155.44,0.0,155.44,0.0,0.0,0.0,0.0
4533,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,677.0,0.0,677.0,0.0,0.0,7.0,0.0
4534,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,677.0,0.0,677.0,0.0,1.0,0.0,7.0
4540,2022,3,1.0,6.123233995736766e-17,1.0,0.0,677.0,0.0,677.0,0.0,0.0,0.0,0.0
4544,2022,2,0.8660254037844386,0.5000000000000001,5.0,1.0,961.9599999999999,77.0,109.78,0.0,2.0,0.0,22.0
4545,2022,3,1.0,6.123233995736766e-17,5.0,1.0,961.9599999999999,77.0,109.78,0.0,0.0,0.0,0.0
4547,2022,1,0.49999999999999994,0.8660254037844387,5.0,1.0,961.9599999999999,77.0,109.78,1.0,0.0,48.0,0.0
4553,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,697.99,0.0,269.0,0.0,0.0,0.0,0.0
4554,2022,3,1.0,6.123233995736766e-17,4.0,0.0,697.99,0.0,269.0,0.0,0.0,0.0,0.0
4557,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,697.99,0.0,269.0,0.0,1.0,0.0,3.0
4562,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
4567,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,733.23,719.0,0.0,0.0,0.0,0.0,9.0
4568,2022,3,1.0,6.123233995736766e-17,2.0,0.0,733.23,719.0,0.0,0.0,0.0,0.0,0.0
4571,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,733.23,719.0,0.0,1.0,0.0,12.0,0.0
4576,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1544.9299999999998,0.0,1221.9499999999998,0.0,0.0,0.0,0.0
4578,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1544.9299999999998,0.0,1221.9499999999998,0.0,2.0,0.0,18.0
4579,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1544.9299999999998,0.0,1221.9499999999998,0.0,0.0,6.0,0.0
4586,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,629.74,0.0,629.74,0.0,0.0,0.0,0.0
4588,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,629.74,0.0,629.74,0.0,1.0,0.0,2.0
4594,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,477.0,348.0,0.0,1.0,0.0,3.0,0.0
4595,2022,3,1.0,6.123233995736766e-17,2.0,0.0,477.0,348.0,0.0,0.0,0.0,0.0,0.0
4596,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,477.0,348.0,0.0,0.0,0.0,0.0,11.0
4623,2022,3,1.0,6.123233995736766e-17,1.0,0.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0
4624,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,169.0,169.0,0.0,1.0,0.0,7.0,0.0
4628,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,169.0,169.0,0.0,0.0,0.0,0.0,1.0
4633,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,680.0,680.0,0.0,1.0,0.0,2.0,0.0
4642,2022,3,1.0,6.123233995736766e-17,2.0,0.0,498.0,0.0,59.0,0.0,0.0,0.0,0.0
4643,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,498.0,0.0,59.0,0.0,0.0,11.0,0.0
4644,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,498.0,0.0,59.0,0.0,1.0,0.0,4.0
4651,2022,2,0.8660254037844386,0.5000000000000001,2.0,1.0,852.18,77.0,0.0,0.0,0.0,0.0,0.0
4652,2022,1,0.49999999999999994,0.8660254037844387,2.0,1.0,852.18,77.0,0.0,1.0,0.0,25.0,0.0
4654,2022,3,1.0,6.123233995736766e-17,2.0,1.0,852.18,77.0,0.0,0.0,0.0,0.0,0.0
4660,2022,3,1.0,6.123233995736766e-17,3.0,0.0,231.99,0.0,231.99,0.0,0.0,0.0,0.0
4662,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,231.99,0.0,231.99,0.0,2.0,0.0,11.0
4663,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,231.99,0.0,231.99,0.0,0.0,0.0,0.0
4667,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,103.0,103.0,0.0,1.0,0.0,17.0,0.0
4668,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,4.0
4672,2022,3,1.0,6.123233995736766e-17,1.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0
4675,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1702.97,1068.0,34.98,0.0,1.0,0.0,8.0
4677,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1702.97,1068.0,34.98,0.0,0.0,0.0,0.0
4679,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1702.97,1068.0,34.98,2.0,0.0,14.0,0.0
4685,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,528.99,0.0,390.0,0.0,1.0,0.0,8.0
4686,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,528.99,0.0,390.0,0.0,0.0,1.0,0.0
4688,2022,3,1.0,6.123233995736766e-17,4.0,0.0,528.99,0.0,390.0,0.0,0.0,0.0,0.0
4696,2022,3,1.0,6.123233995736766e-17,1.0,0.0,77.0,0.0,77.0,0.0,0.0,0.0,0.0
4697,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,77.0,0.0,77.0,0.0,1.0,0.0,2.0
4698,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,77.0,0.0,77.0,0.0,0.0,0.0,0.0
4705,2022,3,1.0,6.123233995736766e-17,1.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0
4706,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0
4709,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0
4716,2022,3,1.0,6.123233995736766e-17,2.0,0.0,390.0,0.0,390.0,0.0,0.0,0.0,0.0
4718,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,390.0,0.0,390.0,0.0,1.0,0.0,5.0
4726,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,390.0,0.0,390.0,0.0,0.0,13.0,0.0
4727,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,777.97,229.0,0.0,1.0,0.0,20.0,0.0
4728,2022,3,1.0,6.123233995736766e-17,3.0,1.0,777.97,229.0,0.0,0.0,0.0,0.0,0.0
4729,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,777.97,229.0,0.0,0.0,0.0,0.0,0.0
4739,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
4746,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1499.0,869.0,630.0,0.0,0.0,0.0,0.0
4747,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1499.0,869.0,630.0,1.0,0.0,9.0,0.0
4750,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1499.0,869.0,630.0,0.0,1.0,0.0,2.0
4758,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0
4759,2022,3,1.0,6.123233995736766e-17,4.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0
4763,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0
4769,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,58.99,0.0,0.0,0.0,0.0,0.0,0.0
4783,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,384.18,175.0,0.0,0.0,0.0,0.0,7.0
4784,2022,3,1.0,6.123233995736766e-17,3.0,1.0,384.18,175.0,0.0,0.0,0.0,0.0,0.0
4788,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,384.18,175.0,0.0,1.0,0.0,25.0,0.0
4801,2022,3,1.0,6.123233995736766e-17,3.0,0.0,99.0,0.0,99.0,0.0,0.0,0.0,0.0
4802,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,99.0,0.0,99.0,0.0,1.0,0.0,4.0
4805,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,902.3,0.0,0.0,0.0,0.0,7.0,0.0
4806,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,902.3,0.0,0.0,0.0,0.0,0.0,5.0
4807,2022,3,1.0,6.123233995736766e-17,3.0,0.0,902.3,0.0,0.0,0.0,0.0,0.0,0.0
4813,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,95.0,95.0,0.0,1.0,0.0,15.0,0.0
4814,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,95.0,95.0,0.0,0.0,0.0,0.0,1.0
4819,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,1801.8600000000001,548.97,1208.0,1.0,0.0,17.0,0.0
